"SCHID","PUBLIC","TCSHORT","STRATIO","STIDSTD","FEMALE","LANGATHOME","PARED","HOMEPOS","IMMIG","PV1MATH","CYCLE"
69,1,-1.0911,24.893,1908,1,1,16,1.48,1,563.4912,3
55,1,0.9454,15.943,3762,0,1,16,1.44,1,475.3155,3
61,1,-1.0911,23.385,4901,1,1,16,1.91,1,629.5451,3
67,1,-1.0911,22.906,1236,1,1,14,0.41,1,508.1866,3
56,1,0.4567,21.405,3826,1,1,14,2.53,1,381.064,3
52,1,0.7093,11.817,3163,0,1,6,0.02,0,578.2131,3
54,1,-1.0911,21.445,3693,0,1,3,0.02,0,601.6591,3
73,1,-1.0544,20.576,2478,1,1,16,0.02,1,456.3094,3
79,1,-1.0222,14.529,3714,0,1,16,0.0976,1,717.25,4
81,1,0.8777,14.86,3818,0,0,3,-1.8389,0,332.61,4
76,1,0.1455,18.364,21,0,1,16,2.5602,1,377.64,4
86,1,-1.0222,15.781,5029,0,1,16,0.9439,1,488.25,4
88,1,-1.0222,17.081,642,0,1,14,0.7021,0,546.67,4
86,1,-1.0222,15.781,5034,1,1,12,-0.978,1,347.26,4
77,1,-1.0222,24.435,3419,0,0,12,-0.5495,0,496.81,4
88,1,-1.0222,17.081,624,1,1,16,0.4835,1,452.41,4
96,1,0.662,23.151,2609,0,1,12,-0.978,1,461.76,4
79,1,-1.0222,14.529,3691,1,1,16,1.2196,1,538.41,4
85,1,-1.0222,15.2663,4914,1,1,16,0.0976,1,447.74,4
84,1,-1.0222,17.596,4433,0,1,14,-0.0765,1,444.16,4
77,1,-1.0222,24.435,3409,0,0,16,-1.2566,0,465.97,4
77,1,-1.0222,24.435,3422,0,0,12,-1.1173,0,433.25,4
87,1,1.096,16.579,5129,1,1,12,1.5475,1,461.84,4
86,1,-1.0222,15.781,5012,1,1,12,-1.2566,1,426.71,4
87,1,1.096,16.579,5124,0,1,12,-2.514,1,402.17,4
81,1,0.8777,14.86,3809,0,1,14,-0.0765,1,414.17,4
85,1,-1.0222,15.2663,4898,0,1,12,-0.0765,1,445.48,4
78,1,0.8777,11.5,3577,1,1,16,-1.688,1,295.85,4
99,1,-1.0222,16.598,2916,0,0,3,0.2137,0,387.84,4
90,1,-1.0222,17.689,1020,0,1,12,-0.3986,1,396.33,4
92,1,-1.0222,13.337,2037,0,1,12,-1.0254,1,530.23,4
86,1,-1.0222,15.781,5041,0,1,14,-1.2566,1,425.85,4
89,1,-0.2606,16.41,690,0,1,14,0.0976,1,510.37,4
79,1,-1.0222,14.529,3709,1,1,14,-0.2419,1,474.54,4
77,1,-1.0222,24.435,3429,0,0,3,-0.2419,0,335.18,4
88,1,-1.0222,17.081,638,1,1,12,0.2843,1,564.58,4
76,1,0.1455,18.364,10,1,1,16,1.2196,1,512.78,4
82,1,-1.0222,15.5472,401,0,1,14,-0.0765,1,502.19,4
78,1,0.8777,11.5,3553,0,1,16,0.0976,1,471.89,4
90,1,-1.0222,17.689,1039,0,0,9,0.4835,0,423.2,4
94,1,1.096,20.741,2384,0,1,16,0.0976,0,543.55,4
85,1,-1.0222,15.2663,4920,1,1,12,-1.2566,1,552.9,4
81,1,0.8777,14.86,3811,1,1,16,3.7374,1,488.25,4
76,1,0.1455,18.364,23,1,1,16,-0.3986,1,608.9,4
78,1,0.8777,11.5,3560,0,1,12,-1.1173,1,418.92,4
82,1,-1.0222,15.5472,386,1,1,9,1.2196,1,433.88,4
79,1,-1.0222,14.529,3699,0,1,12,-0.978,1,343.52,4
97,1,0.662,14.968,2686,1,1,12,0.4835,1,464.1,4
76,1,0.1455,18.364,24,0,1,16,1.5475,1,490.58,4
78,1,0.8777,11.5,3554,0,1,12,-0.978,1,343.36,4
92,1,-1.0222,13.337,2050,0,1,12,-0.6066,1,577.75,4
90,1,-1.0222,17.689,1010,1,1,12,-0.2419,1,426.71,4
82,1,-1.0222,15.5472,372,1,1,12,-1.2566,1,416.58,4
93,1,-1.0222,14.416,2077,0,0,14,-0.5495,0,577.75,4
91,1,0.4283,20.352,1180,0,1,16,1.9644,1,603.14,4
90,1,-1.0222,17.689,1034,0,1,14,-0.2419,1,303.95,4
76,1,0.1455,18.364,26,0,1,16,-1.2566,1,351.07,4
100,1,0.8777,14,3045,1,1,14,-0.8378,1,430.76,4
81,1,0.8777,14.86,3821,1,1,12,-1.8215,0,406.46,4
91,1,0.4283,20.352,1199,1,0,12,-0.6956,0,258.77,4
83,1,-0.2606,15.295,4245,1,1,12,-0.3986,1,399.37,4
96,1,0.662,23.151,2594,1,1,3,-0.5495,0,383.87,4
86,1,-1.0222,15.781,5007,1,1,14,-0.978,1,491.52,4
77,1,-1.0222,24.435,3427,1,1,16,0.0976,1,472.74,4
96,1,0.662,23.151,2605,1,0,12,-1.5409,0,381.84,4
96,1,0.662,23.151,2593,0,0,16,-0.0765,0,628.07,4
94,1,1.096,20.741,2390,1,0,12,-0.978,0,410.51,4
81,1,0.8777,14.86,3812,1,0,14,-0.0765,1,429.05,4
79,1,-1.0222,14.529,3683,1,1,12,-0.2419,1,506.86,4
99,1,-1.0222,16.598,2903,1,1,16,3.7374,1,541.37,4
87,1,1.096,16.579,5131,1,1,16,0.0928,0,296.71,4
96,1,0.662,23.151,2598,0,0,16,-0.6956,0,561,4
77,1,-1.0222,24.435,3424,1,1,12,-1.2566,1,342.58,4
94,1,1.096,20.741,2374,0,1,14,-0.2419,1,583.28,4
93,1,-1.0222,14.416,2091,1,0,12,-0.8286,0,529.06,4
96,1,0.662,23.151,2597,1,0,9,-0.978,0,272.48,4
90,1,-1.0222,17.689,1037,1,0,12,-1.3978,0,418.3,4
80,1,-1.0222,10.485,3787,0,1,12,-0.3174,1,576.66,4
99,1,-1.0222,16.598,2920,0,1,16,2.5602,1,487.39,4
80,1,-1.0222,10.485,3788,0,1,12,-0.2419,1,623,4
78,1,0.8777,11.5,3559,1,1,12,0.7021,1,379.35,4
94,1,1.096,20.741,2377,1,0,14,1.2196,0,281.83,4
82,1,-1.0222,15.5472,382,0,1,12,0.0976,1,573.46,4
82,1,-1.0222,15.5472,381,1,1,12,1.5475,1,534.59,4
100,1,0.8777,14,3051,0,0,9,-1.2299,0,476.09,4
82,1,-1.0222,15.5472,388,0,1,16,0.0976,1,510.91,4
89,1,-0.2606,16.41,698,0,1,16,0.0976,1,463.63,4
99,1,-1.0222,16.598,2906,1,1,16,0.9439,1,467.21,4
99,1,-1.0222,16.598,2919,0,0,12,0.0976,0,511.22,4
85,1,-1.0222,15.2663,4911,1,1,12,0.4835,1,488.17,4
88,1,-1.0222,17.081,637,1,1,16,0.2843,1,539.19,4
77,1,-1.0222,24.435,3415,0,1,16,-0.0765,1,485.29,4
79,1,-1.0222,14.529,3698,1,1,16,-0.5495,1,377.64,4
96,1,0.662,23.151,2587,0,0,6,0.4835,0,454.67,4
76,1,0.1455,18.364,12,1,0,14,0.9439,1,659.92,4
85,1,-1.0222,15.2663,4915,0,1,12,-0.6956,1,574.79,4
90,1,-1.0222,17.689,1032,0,1,16,-0.0765,1,496.74,4
85,1,-1.0222,15.2663,4925,0,1,16,1.2196,1,566.53,4
81,1,0.8777,14.86,3795,0,1,14,-0.3986,1,434.5,4
78,1,0.8777,11.5,3555,0,1,12,-0.2419,1,383.79,4
84,1,-1.0222,17.596,4439,1,1,16,-0.6956,1,732.44,4
89,1,-0.2606,16.41,683,1,1,14,1.9644,1,549.39,4
91,1,0.4283,20.352,1175,0,0,6,-0.0765,0,484.35,4
82,1,-1.0222,15.5472,371,1,1,16,1.2196,1,352.71,4
83,1,-0.2606,15.295,4264,1,1,16,-0.0765,1,312.52,4
77,1,-1.0222,24.435,3413,1,0,12,-0.2419,0,541.6,4
97,1,0.662,14.968,2666,1,1,16,0.4835,1,307.53,4
78,1,0.8777,11.5,3545,0,1,16,-0.9461,1,401,4
119,1,0.7142,12.634,2161,0,1,16,-0.6348,1,421.709,5
112,1,1.1634,16.161,4678,0,0,12,-0.3088,0,394.5241,5
111,1,0.9414,12.465,4648,0,1,16,0.527,1,631.3211,5
105,1,-1.0568,15.374,3832,0,1,16,-0.1168,1,591.05,5
122,1,1.6436,5.333,2750,0,1,12,-0.6348,1,405.4292,5
101,1,-0.249,16.101,316,0,1,12,0.527,1,458.3191,5
106,1,-1.0568,22.225,3932,1,0,12,-0.4704,0,466.0305,5
122,1,1.6436,5.333,2760,1,1,14,1.6531,1,430.9783,5
101,1,-0.249,16.101,344,0,1,12,-0.4704,1,508.4826,5
110,1,1.6436,14.9504,4386,0,1,14,-0.4704,1,491.8913,5
122,1,1.6436,5.333,2751,1,1,12,-0.1168,1,515.4931,5
101,1,-0.249,16.101,332,0,1,16,0.0766,1,572.2776,5
120,1,1.1634,14.83,2305,0,1,12,-0.4704,1,432.692,5
109,1,0.7142,14.51,429,1,1,12,-0.1168,0,437.2098,5
117,1,-1.0568,14.556,593,0,1,16,-0.1168,1,670.8911,5
116,1,-1.0568,24.905,5580,0,1,16,0.0766,1,324.4197,5
101,1,-0.249,16.101,348,0,1,14,0.527,1,592.9974,5
121,1,-1.0568,13.621,2352,0,1,16,0.527,1,475.3778,5
114,1,-1.0568,15.4831,502,1,1,12,-1.1003,1,565.1114,5
103,1,-1.0568,9.29,3638,0,1,12,-1.2513,1,451.2307,5
124,1,0.7142,23.009,3026,1,1,14,1.4005,1,441.1045,5
117,1,-1.0568,14.556,601,0,0,9,-0.2986,0,508.1711,5
113,1,0.7142,11.313,4976,0,1,16,-0.4704,1,636.6179,5
108,1,-0.249,13.8,4377,0,1,12,0.8062,1,584.429,5
125,1,0.7142,16.242,3107,1,1,16,-0.7935,1,441.1045,5
101,1,-0.249,16.101,324,0,1,16,-0.4704,1,557.9452,5
108,1,-0.249,13.8,4353,0,1,12,1.1543,1,523.0488,5
101,1,-0.249,16.101,322,0,1,12,-0.7935,1,392.1094,5
111,1,0.9414,12.465,4650,0,1,14,0.527,1,651.8071,5
120,1,1.1634,14.83,2288,0,1,14,-0.6348,1,343.8152,5
125,1,0.7142,16.242,3095,0,1,16,0.527,1,582.0922,5
110,1,1.6436,14.9504,4411,0,1,12,-0.0985,1,460.9674,5
108,1,-0.249,13.8,4357,0,1,12,-0.2986,1,382.7621,5
120,1,1.1634,14.83,2312,0,1,12,-0.9481,1,346.8531,5
119,1,0.7142,12.634,2164,0,1,9,-0.6348,1,558.7241,5
108,1,-0.249,13.8,4379,0,1,9,-1.1003,1,456.2938,5
118,1,-1.0568,13.114,1496,1,1,16,-0.1168,1,649.1587,5
124,1,0.7142,23.009,3011,0,0,14,0.527,0,622.2075,5
109,1,0.7142,14.51,443,0,1,12,-0.1168,1,409.4797,5
115,1,1.1634,16.667,534,0,1,9,-1.877,1,411.6607,5
119,1,0.7142,12.634,2148,1,1,14,-0.2986,0,544.3138,5
122,1,1.6436,5.333,2749,0,1,12,-0.7935,1,455.9822,5
117,1,-1.0568,14.556,582,1,1,14,-0.4366,1,439.0793,5
114,1,-1.0568,15.4831,489,0,1,12,-0.7935,1,526.0087,5
110,1,1.6436,14.9504,4412,1,1,16,0.527,1,447.4139,5
106,1,-1.0568,22.225,3952,0,1,12,-0.4704,0,371.0002,5
112,1,1.1634,16.161,4675,1,1,12,-2.2307,0,469.1463,5
109,1,0.7142,14.51,442,0,1,14,-0.6348,1,353.9414,5
101,1,-0.249,16.101,320,1,1,16,0.553,1,507.6258,5
112,1,1.1634,16.161,4686,1,1,16,-0.6348,0,540.8085,5
122,1,1.6436,5.333,2761,1,1,12,-0.9481,1,435.7299,5
105,1,-1.0568,15.374,3831,1,1,12,-0.9481,1,466.8874,5
107,1,0.166,17.9781,4293,1,1,12,-0.9481,0,517.4404,5
123,1,0.166,20.772,3002,0,1,16,0.2887,1,566.5135,5
108,1,-0.249,13.8,4354,0,1,12,0.0766,1,452.0876,5
112,1,1.1634,16.161,4690,1,1,16,-1.877,1,392.0315,5
124,1,0.7142,23.009,3005,0,1,16,-0.2986,1,474.5988,5
104,1,0.7142,21.864,3757,1,1,16,-0.1168,1,505.289,5
125,1,0.7142,16.242,3085,0,1,16,0.8062,1,607.0182,5
110,1,1.6436,14.9504,4407,0,1,14,0.527,1,712.3306,5
113,1,0.7142,11.313,5005,0,1,12,-1.4025,1,517.4404,5
123,1,0.166,20.772,2972,0,1,16,0.0766,1,538.4717,5
103,1,-1.0568,9.29,3637,1,1,12,-0.9481,1,437.9888,5
102,1,0.166,25.228,3484,1,1,14,1.1543,1,519.933,5
125,1,0.7142,16.242,3100,1,1,16,0.527,1,447.6476,5
119,1,0.7142,12.634,2149,0,1,12,-0.9481,1,420.0732,5
104,1,0.7142,21.864,3747,1,1,16,1.6531,1,564.5661,5
117,1,-1.0568,14.556,594,1,1,9,0.2887,1,546.2611,5
104,1,0.7142,21.864,3725,1,1,16,1.9132,1,364.3792,5
105,1,-1.0568,15.374,3852,1,1,12,-0.7935,1,409.1681,5
101,1,-0.249,16.101,327,1,1,16,-0.2986,1,469.3021,5
123,1,0.166,20.772,2970,1,1,12,-0.1168,1,437.3656,5
110,1,1.6436,14.9504,4398,0,1,14,0.0766,1,536.9138,5
113,1,0.7142,11.313,4987,0,1,14,0.8062,1,495.2407,5
114,1,-1.0568,15.4831,488,0,1,12,-0.2986,1,453.5675,5
113,1,0.7142,11.313,4978,0,1,12,-3.1886,1,302.0642,5
105,1,-1.0568,15.374,3826,1,1,12,-0.1168,1,536.2907,5
118,1,-1.0568,13.114,1493,1,1,12,1.1543,1,367.8844,5
106,1,-1.0568,22.225,3938,0,0,16,0.0766,0,518.2193,5
125,1,0.7142,16.242,3106,1,1,16,1.1543,1,494.9291,5
122,1,1.6436,5.333,2758,1,1,12,-1.4025,1,423.189,5
104,1,0.7142,21.864,3730,0,1,12,-1.2513,1,480.8303,5
119,1,0.7142,12.634,2171,0,1,14,-1.877,1,496.0196,5
108,1,-0.249,13.8,4375,0,0,9,-2.375,0,345.451,5
112,1,1.1634,16.161,4692,1,0,9,-1.7137,0,277.9171,5
113,1,0.7142,11.313,4981,1,1,14,-2.0486,1,476.9357,5
115,1,1.1634,16.667,529,0,1,16,-0.6348,1,361.6529,5
124,1,0.7142,23.009,3012,0,1,16,0.2887,1,463.7716,5
122,1,1.6436,5.333,2740,1,1,16,0.8062,1,453.7233,5
108,1,-0.249,13.8,4374,1,0,16,-1.5564,0,386.1894,5
120,1,1.1634,14.83,2309,1,1,12,-0.2986,1,679.0699,5
116,1,-1.0568,24.905,5584,0,1,16,0.8062,1,463.6937,5
113,1,0.7142,11.313,4997,1,1,12,-0.2986,1,430.1994,5
117,1,-1.0568,14.556,591,1,1,16,-0.1168,1,376.8422,5
105,1,-1.0568,15.374,3834,0,1,16,-0.1168,1,484.8029,5
114,1,-1.0568,15.4831,493,0,1,12,-0.1168,1,393.9788,5
116,1,-1.0568,24.905,5589,0,0,16,1.6531,0,552.8821,5
102,1,0.166,25.228,3490,1,1,16,0.2887,1,640.5125,5
121,1,-1.0568,13.621,2344,0,1,16,-0.4704,1,439.7024,5
111,1,0.9414,12.465,4655,0,1,16,0.527,1,635.06,5
134,1,-0.1985,20.956,4583,0,1,15,-0.046,1,386.54,6
133,1,0.602,9.816,3605,1,0,12,1.2493,0,661.1154,6
126,1,0.263,12.526,2216,1,1,12,0.2161,1,495.2017,6
136,1,-1.203,16.825,5024,1,1,12,-0.046,1,523.1656,6
139,1,-1.203,14.079,5359,1,1,16,2.048,1,618.2739,6
149,1,-0.516,12.955,201,1,1,12,-0.3009,1,476.8967,6
150,1,3.193,11.335,1956,0,1,15,-0.5554,1,418.7101,6
128,1,-1.203,20.608,2621,1,1,12,0.8223,1,420.0343,6
128,1,-1.203,20.608,2601,1,1,16,1.2493,1,615.4697,6
126,1,0.263,12.526,2201,0,1,16,0.4977,1,554.0115,6
136,1,-1.203,16.825,5014,0,1,16,2.048,1,641.2525,6
145,1,0.263,14.5,1105,0,1,16,-0.3009,0,388.3315,6
147,1,-1.203,13.242,1500,0,1,12,1.2493,1,611.575,6
136,1,-1.203,16.825,5032,0,0,16,1.2493,0,557.8283,6
126,1,0.263,12.526,2212,0,1,16,0.2161,1,409.1291,6
146,1,-0.175,13,1280,1,1,15,2.048,1,479.1556,6
144,1,0.931,18.174,1060,1,1,9,-0.3009,1,508.4437,6
144,1,0.931,18.174,1062,0,1,12,1.2493,1,281.8508,6
135,1,-0.516,14.146,4809,0,1,12,-0.8142,1,538.3549,6
140,1,-0.175,18.515,5444,1,1,12,-0.8142,1,651.3008,6
145,1,0.263,14.5,1103,1,1,16,0.8223,1,452.1265,6
147,1,-1.203,13.242,1509,1,1,15,0.4977,1,392.382,6
136,1,-1.203,16.825,5035,1,1,12,-0.046,0,520.4393,6
136,1,-1.203,16.825,5033,0,1,16,2.048,1,688.7677,6
137,1,-1.203,9.538,5123,0,1,12,0.2161,1,448.855,6
127,1,0.602,12.5878,2382,0,1,16,2.048,1,548.0916,6
149,1,-0.516,12.955,198,1,1,12,-0.3009,1,603.0846,6
139,1,-1.203,14.079,5348,0,1,16,2.048,1,430.9394,6
143,1,0.764,15.467,896,1,1,12,1.2493,1,572.6281,6
137,1,-1.203,9.538,5129,1,1,12,-0.046,1,514.9868,6
139,1,-1.203,14.079,5347,0,1,16,2.048,1,633.9305,6
129,1,-0.516,16.711,2752,1,1,16,-0.3009,1,416.2954,6
142,1,-0.516,13.72,864,0,1,15,-0.8142,1,265.9604,6
141,1,0.931,13.228,62,0,1,16,-0.5554,1,263.1563,6
150,1,3.193,11.335,1957,0,1,16,1.2493,0,502.5238,6
132,1,-1.203,16.279,3562,0,1,16,0.8223,1,593.27,6
130,1,-1.203,17.296,3213,0,1,12,-0.046,1,531.656,6
133,1,0.602,9.816,3606,1,1,16,2.048,1,344.01,6
146,1,-0.175,13,1292,0,1,9,1.2493,1,418.6322,6
143,1,0.764,15.467,894,1,1,12,-0.3009,1,362.5487,6
144,1,0.931,18.174,1058,1,1,12,0.8223,0,455.8654,6
145,1,0.263,14.5,1118,0,1,16,0.2161,1,546.6116,6
131,1,0.263,11.723,3455,1,1,6,-0.3009,1,290.7306,6
142,1,-0.516,13.72,859,1,1,12,0.2161,1,431.4068,6
135,1,-0.516,14.146,4811,1,1,16,1.2493,1,479.4672,6
130,1,-1.203,17.296,3207,1,1,16,-0.3009,1,606.1224,6
139,1,-1.203,14.079,5352,1,1,12,-0.5554,1,302.5705,6
131,1,0.263,11.723,3461,1,1,16,0.8223,1,473.3915,6
133,1,0.602,9.816,3594,0,1,16,2.048,1,591.0111,6
131,1,0.263,11.723,3456,1,1,15,0.2161,1,514.7531,6
149,1,-0.516,12.955,189,1,1,15,-0.3009,1,460.539,6
138,1,-0.175,12.189,5152,0,1,15,2.048,1,587.0385,6
139,1,-1.203,14.079,5357,1,1,15,0.2161,1,558.062,6
126,1,0.263,12.526,2211,0,1,12,-0.8142,1,536.5633,6
146,1,-0.175,13,1273,1,1,16,2.048,1,522.3867,6
131,1,0.263,11.723,3453,1,1,12,1.2493,1,393.2388,6
135,1,-0.516,14.146,4824,0,1,12,0.4977,1,484.6861,6
140,1,-0.175,18.515,5448,0,1,12,-0.3009,1,351.0204,6
150,1,3.193,11.335,1961,1,1,12,-2.5119,0,336.1427,6
139,1,-1.203,14.079,5368,1,1,12,-0.046,1,453.8402,6
147,1,-1.203,13.242,1497,1,1,12,1.2493,1,550.0389,6
135,1,-0.516,14.146,4810,1,1,12,0.4977,1,627.9327,6
129,1,-0.516,16.711,2753,0,1,12,0.2161,1,476.5072,6
150,1,3.193,11.335,1962,1,1,12,-0.8142,1,441.2214,6
131,1,0.263,11.723,3443,0,1,12,-0.046,1,458.358,6
149,1,-0.516,12.955,185,1,1,12,1.2493,1,680.1215,6
146,1,-0.175,13,1272,0,1,15,0.2161,1,578.4702,6
139,1,-1.203,14.079,5354,0,0,12,1.2493,0,630.3474,6
132,1,-1.203,16.279,3565,0,0,12,-0.3009,0,487.1787,6
127,1,0.602,12.5878,2378,1,1,16,2.048,1,482.583,6
132,1,-1.203,16.279,3561,1,0,9,-0.046,0,317.9935,6
128,1,-1.203,20.608,2619,0,1,16,1.2493,1,286.5244,6
135,1,-0.516,14.146,4823,1,1,12,-1.082,1,485.8545,6
148,1,0.066,11.8919,1595,0,1,12,-1.082,1,533.9928,6
150,1,3.193,11.335,1945,1,1,12,0.8223,1,645.8483,6
132,1,-1.203,16.279,3559,0,0,12,-0.8142,0,460.6948,6
129,1,-0.516,16.711,2760,1,1,16,-0.046,1,383.4242,6
137,1,-1.203,9.538,5120,0,1,12,-0.5554,1,519.2709,6
132,1,-1.203,16.279,3551,1,1,12,-2.5119,1,272.0361,6
141,1,0.931,13.228,66,0,1,15,-0.3009,1,385.6831,6
138,1,-0.175,12.189,5156,1,1,9,1.2493,1,490.8397,6
147,1,-1.203,13.242,1506,0,1,16,2.048,1,629.4906,6
143,1,0.764,15.467,885,0,1,12,-1.082,1,401.3398,6
130,1,-1.203,17.296,3195,1,1,12,-3.358,1,354.1362,6
133,1,0.602,9.816,3610,1,1,16,2.048,1,540.7696,6
138,1,-0.175,12.189,5160,1,1,12,-0.046,1,453.0612,6
141,1,0.931,13.228,72,1,0,15,2.048,0,478.0651,6
131,1,0.263,11.723,3442,0,1,12,-2.0333,1,560.5546,6
147,1,-1.203,13.242,1504,0,1,12,0.4977,1,396.3546,6
147,1,-1.203,13.242,1499,0,1,15,-0.2379,1,348.372,6
143,1,0.764,15.467,887,1,1,16,0.4977,1,462.4864,6
128,1,-1.203,20.608,2616,0,1,12,-1.082,1,456.5664,6
148,1,0.066,11.8919,1594,1,1,16,0.4977,1,375.1675,6
129,1,-0.516,16.711,2764,1,1,12,0.2161,1,488.1913,6
131,1,0.263,11.723,3464,1,1,16,0.2161,1,442.0782,6
126,1,0.263,12.526,2208,0,1,12,-0.3009,1,432.8088,6
134,1,-0.1985,20.956,4575,0,1,12,0.4977,1,348.5278,6
150,1,3.193,11.335,1948,1,0,16,0.8223,0,376.4138,6
145,1,0.263,14.5,1110,0,1,15,-0.5554,1,553.7,6
141,1,0.931,13.228,64,0,1,16,0.8223,1,403.1313,6
